,datetime,text,cleanTweet,emotion
94,2023-01-02 23:31:59,b'RT @blogdokter: Operasi perdarahan otak ditanggung penuh oleh BPJS Kesehatan.\n\nKalau memang berasal dari keluarga kurang mampu bisa mendaft\xe2\x80\xa6',operasi darah otak tanggung penuh bpjs memang asal keluarga kurang mampu,2
95,2023-01-02 23:31:20,b'#Capricorn #Kesehatan: Badan akan tetap terasa pegal jika tidak dilakukan terapi pemijatan.',badan tetap asa pegal laku terapi pijat,1
96,2023-01-02 23:30:57,b'@Askrlfess Invest kesehatan nder. Minum air mineral yg cukup tiap hari',invest sehat nder minum air mineral cukup tiap hari,2
97,2023-01-02 23:30:54,b'Setelah nikah hidup jauh sana jauh sini ga ikut mertua ataupun orangtua sendiri memang lebih baik buat kesehatan mentalku\xf0\x9f\x98\x83 \nGa denger suara ini itu ini itu. Kalopun emg ada yg ngomongin setidaknya kupingku ga denger. Mau diomongin ampe berbusa itu urusanmu sama Allah ya. Xixi',nikah hidup jauh sana jauh sini ga ikut mertua atau orangtua sendiri memang lebih baik buat sehat denger suara kalo emg ngomongin kuping ga denger mau diomongin ampe busa urus sama allah xixi,2
98,2023-01-02 23:30:34,b'Jaga kesehatan ya rynchibi',jaga sehat rynchibi,2
99,2023-01-02 23:30:30,"b'Indonesia kaya akan rempah-rempah yang dipercaya memiliki beragam manfaat bagi kesehatan. Rempah juga terbukti meredam nafsu makan, meningkatkan pembakaran lemak, hingga membantu menurunkan berat badan.\n\n#MedcomID \n\nhttps://t.co/DxSKYnHyhD'",indonesia kaya percaya milik agam manfaat sehat rempah bukti redam nafsu makan tingkat bakar lemak hingga bantu turun berat,2
100,2023-01-02 23:30:12,"b'Selamat pagi.\nSemoga hari ini, kita senantiasa  diberikan . Perlindungan, kesehatan, kebahagiaan, dan Rezky yang berlimpah . Aamiin YRA \xf0\x9f\xa4\xb2'",selamat hari senantiasa beri lindung sehat bahagia rezky limpah aamiin yra,1
101,2023-01-02 23:30:01,"b'@luckyypersonaa Semoga kamu selalu diberikan kesehatan, dilancarkan rezekinya, dimudahkan urusannya, dan diberikan kebahagiaan dunia akhirat. Aamiin'",moga kamu selalu beri sehat lancar rezeki mudah urus beri bahagia dunia akhirat aamiin,2
102,2023-01-02 23:29:32,b'hey kamu AnisaChiBi jaga kesehatan yah :D',hey kamu anisachibi jaga sehat yah,2
103,2023-01-02 23:28:49,"b'Nah kawan laut selalu like, repost dan follow terus @djpl_KuppSungainyamuk untuk mendapatkan informasi dan perkembangan sektor Perhubungan Laut wilayah Sungai Nyamuk dan sekitarnya \xf0\x9f\x98\x8a\n\nSelalu Utamakan Keselamatan dan patuhi protokol kesehatan Covid 19'",nah kawan laut selalu like repost follow terus dapat informasi kembang sektor hubung laut wilayah sungai nyamuk sekitar utama selamat patuh protokol sehat covid,2
104,2023-01-02 23:28:45,"b'Haiiiii! Aku open joki tugas pbl cbl esai fk kedokteran kesehatan, joki soal IPA SMP &amp; SMA, Biologi, dafis, numbering, jasa tulis, jasa ketik,parafrase\n\nSelengkapnya bisa cek di pinned, langsung wa di bio, karena dm jarang ada notif\xf0\x9f\xa4\xa9'",aku open joki tugas pbl cbl esai fk dokter sehat joki soal ipa smp sma biologi dafis numbering jasa tulis jasa cek pinned langsung wa bio dm jarang,2
105,2023-01-02 23:28:23,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Buahdua#GrosirAlatKesehatanTerlengkapBuahdua https://t.co/UecpVJOYGP'",grosir alat sehat lengkap,0
106,2023-01-02 23:28:17,b'Berpuluh-puluh tahun jadi artis ya masa ndak punya tabungan? Ya masa ndak punya aset? Ya masa ndak punya asuransi kesehatan?\n\nDi luar nalar banget ini ada seleb open donasi. Justru yang harusnya open donasi itu mereka yang jadi korban bencana alam.',tahun jadi artis masa ndak punya tabung masa ndak punya aset masa ndak punya asuransi luar nalar banget seleb open donasi justru harus open donasi jadi korban bencana alam,2
107,2023-01-02 23:27:50,"b'Dalam menuntut ilmu hendaklah diniatkan untuk mensyukuri atas kenikmatan akal dan kesehatan badan,bukan untuk mencari popularitas dan harta.'",tuntut ilmu hendak niat syukur atas nikmat akal sehat cari popularitas harta,2
108,2023-01-02 23:27:43,b'Jual Alat Kesehatan  Citepok #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat citepok,0
109,2023-01-02 23:26:55,"b'RT @pluvvi0phile: @lagigamoodbgtt @Askrlfess hloo ka, aku ijin pelukk yyy\xf0\x9f\xab\x82 ak pernah mengalami fase itu berat bgtt yy. tapi kakaa udh kuat\xe2\x80\xa6'",hloo ka aku ijin pelukk ak pernah alami fase berat bgtt yy kakaa udh,2
110,2023-01-02 23:26:55,b'@myjjinjoon_ terimakasih banyak kak milo kamu juga jaga kesehatan ya!\xf0\x9f\xa5\xba\xf0\x9f\xab\xb6\xf0\x9f\x8f\xbb\xf0\x9f\xab\xb6\xf0\x9f\x8f\xbb',terimakasih banyak kak milo kamu jaga sehat,1
111,2023-01-02 23:26:45,"b'Padahal gue cuti disuruh \xf0\x9f\x99\x8f \n\n2022 kesehatan gue tuh ngedrop banget, sampe sering masuk RS'",padahal gue cuti suruh sehat gue tuh ngedrop banget sampe sering masuk rs,0
112,2023-01-02 23:26:44,"b'Sejujurnya kepala Edwin terasa sedikit sakit dan matanya juga perih.  Tidur kurang nyenyak, beberapa kali terbangun, dan kegiatan yang mulai padat membuatnya harus kembali menyesuaikan diri. \n\nKembali menjalani \xf0\x9d\x91\xa4\xf0\x9d\x91\x9c\xf0\x9d\x91\x9f\xf0\x9d\x91\x98 \xf0\x9d\x91\x9c\xf0\x9d\x91\xa2\xf0\x9d\x91\xa1 dan diet ketat menjaga postur dan juga kesehatan.'",jujur kepala edwin asa sedikit sakit mata perih tidur kurang nyenyak beberapa kali bangun giat mulai padat buat sesuai diri jalan diet ketat jaga postur sehat,2
113,2023-01-02 23:26:29,"b'Iya, harusnya emg begitu, tp org indo kn masih bnyak yg blg itu tuh against moral, pdhl kita utamakan kesehatan si korban dulu, ini juga jd problematika di negara barat sana, terutama semenjak kebijakan ab0rtion udh ga legal lg di sana :) https://t.co/cqGl8p594b'",iya harus emg tp org indo kn bnyak blg tuh against moral pdhl utama sehat si korban dulu jd problematika negara barat sana utama semenjak bijak ab0rtion udh ga legal lg sana,1
114,2023-01-02 23:24:35,"b'RT @tirta_cipeng: 1. Kesehatan\n\nTanpa fisik yang sehat, saya ga akan ga bisa membuat keputusan dengan baik, ceroboh dan jadi rentan sakit'",fisik sehat ga ga buat putus baik ceroboh jadi rentan sakit,2
115,2023-01-02 23:24:34,b'Alhamdulillah terima kasih kak @wangpromos dan sponsor @KenichiNFT semoga kalian selalu diberi kesehatan dan rezeki yang lancar aamiin sukses selalu and have a nice day \xf0\x9f\x98\xbb\xf0\x9f\x92\x97\n#wangproofs https://t.co/W4VnOyShQf',alhamdulillah terima kasih kak sponsor moga kalian selalu beri sehat rezeki lancar aamiin sukses selalu and have a nice day,1
116,2023-01-02 23:24:32,"b'RT @tirta_cipeng: ""Udah punya lini usaya yg berusia 1 dekade ngapain sekolah lagi""\n\nKarena selama saya bekerja dan terus bekerja akhirnya\xe2\x80\xa6'",udah punya lini usaya usia dekade ngapain sekolah lama kerja terus kerja,2
117,2023-01-02 23:23:22,b'Apakah ada kegiatan kesehatan olahraga di puskesmas Yang butuh sewa kursi pijat ?',giat sehat olahraga puskesmas butuh sewa kursi pijat,1
118,2023-01-02 23:22:06,b'Jual Alat Kesehatan  Bongkok #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat bongkok,0
119,2023-01-02 23:22:02,b'kata siapa kalau punya masalah kesehatan ngga bisa ilang? penasaran?pin:327FDE2C|SMS/WA:085794939000',kata siapa kalau punya masalah sehat ngga ilang,2
120,2023-01-02 23:21:53,"b""@moonahoshinova Good morning Moona\nIt's okay lah, kesehatan numbe one lah\xe2\x98\xba\nCepat sembuh ya Moon\xf0\x9f\xa5\xb0""",b good morning okay lah sehat numbe one sembuh,2
121,2023-01-02 23:21:51,"b'Keajaiban pasti ada, bismillah semoga Allah memberikan kesehatan kepada beliau. Aaamiin \xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbb'",ajaib bismillah moga allah beri sehat beliau aaamiin,1
122,2023-01-02 23:21:51,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Warung Kiara#GrosirAlatKesehatanTerlengkapWarungKiara https://t.co/3XZ2JDfEWL'",grosir alat sehat lengkap warung,0
123,2023-01-02 23:21:23,"b'RT @_NusantaraKu: Salah satu upaya memperkuat ketahanan kesehatan,@erickthohir bersama yayasan BUMN untuk Indonesia memberikan sumbangan al\xe2\x80\xa6'",salah satu upaya kuat tahan sehat sama yayasan bumn indonesia beri sumbang,2
124,2023-01-02 23:21:10,"b'RT @lpp_palembang: 15. Kakanwil Kemenkumham Sumsel, Dr. Ilham Djaya: Selamat bertugas, terpenting tetap jaga kesehatan, dengan sehat, kita\xe2\x80\xa6'",kakanwil kemenkumham sumsel ilham selamat tugas penting tetap jaga sehat sehat,1
125,2023-01-02 23:21:08,"b'RT @lpp_palembang: 14. Kakanwil Kemenkumham Sumsel, Dr. Ilham Djaya berpesan kepada petugas yang bertugas agar tetap menjaga kesehatan dan\xe2\x80\xa6'",kakanwil kemenkumham sumsel ilham djaya pesan tugas tugas tetap jaga sehat,2
126,2023-01-02 23:20:27,"b'HIMPITAN MONOPOLI, ILUSI MURAH LOGISTIK KAPITALIS\n\nOleh : Nita Savitri ,drg \nPraktisi Kesehatan, Komunitas Ibu Peduli Negeri\n\n  #BersatuDalamDakwah   .\xe2\x9c\x85. https://t.co/R7gIHlONXy'",himpitan monopoli ilusi murah logistik nita savitri drg sehat komunitas ibu peduli,2
127,2023-01-02 23:19:35,"b'RT @Tiyofoto: Selamat pagi  semua,semoga kesehatan keberkahan  selalu berpihak kepada kita'",selamat pagi sehat berkah selalu pihak,1
128,2023-01-02 23:18:33,b'RT @xrahmathekiehlx: Kata Cinta Laura soal pentingnya Sex Education https://t.co/E9feeX8Xig\nUntuk mencegah terjadinya hal-hal yang tidak di\xe2\x80\xa6',kata cinta laura soal penting sex education cegah jadi,2
129,2023-01-02 23:18:26,"b'Gpp kok mute atau bahkan blokir dan menjauh dari orang-orang yang kita anggap toxic dan nyakitin, demi kesehatan mental kita, gpp banget.'",gpp kok mute bahkan blokir jauh anggap toxic nyakitin sehat mental gpp banget,2
130,2023-01-02 23:18:23,b'@bundapuputri MET pagi bunda n assalamualaikum wr.wb semoga hari ini kita diberikan kesehatan keselamatan rejeki yang barokah amin ya robb',met pagi bunda n assalamualaikum moga hari beri sehat selamat rejeki barokah amin robb,1
131,2023-01-02 23:18:21,b'Pagi berkah semoga diberikan kesehatan \xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0',pagi berkah moga beri sehat,1
132,2023-01-02 23:18:04,"b'Ramalan Zodiak Virgo 3 Januari 2023: Kesehatan, Percintaan, Keuangan, hingga Karier https://t.co/Hv8aJGk7qT'",ramal zodiak virgo januari sehat cinta uang hingga karier,1
133,2023-01-02 23:18:01,"b'Happy birthday adickku @jiusooya kapan nongol dek? restnya lama betum weh, semoga diberi kesehatan ya dek, sukses terus buat kamu\xf0\x9f\x8e\x82 https://t.co/y05Z6mqebH'",happy birthday adickku kapan nongol dek restnya lama betum weh moga beri sehat dek sukses terus buat,2
134,2023-01-02 23:17:58,"b""RT @RieGucciano: Assalamu'alaikum\nSemoga semangat pagi untuk melakukan aktifitas tetap terjaga dgn kesehatan yg prima \n\nYuk perkenalkan beb\xe2\x80\xa6""",semangat pagi laku aktifitas tetap jaga sehat prima kenal,1
135,2023-01-02 23:17:28,"b'@ciloklondon kasian. cewe harusnya gapunya abs, ngaruhin kesehatan'",kasi cewe harus gapunya abs ngaruhin sehat,1
136,2023-01-02 23:17:09,"b'Selamat Ulang Tahun Bapak Agus Gumiwang Kartasasmita.\n\nSemoga senantiasa diberikan kesehatan, kebahagiaan, kesuksesan, dan keberkahan dalam menjalankan tugas. Aamiin.\n\n#bbspjppibermutu https://t.co/kAkfC6ydqY'",selamat ulang tahun bapak agus gumiwang senantiasa beri sehat bahagia sukses berkah jalan tugas,2
137,2023-01-02 23:16:29,b'Jual Alat Kesehatan  Haurngombong #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat haurngombong,0
138,2023-01-02 23:16:08,"b'@ShopeeID SOPnya gimana ya shopee express ini, masa diatas jam 9 masih kirim paket. Kasihan kurirnya kali ya..hmm \nTapi bohong sih dibilang penerima tidak ada, ini dikirim ke kantor pasti ada pak satpam. Tolong ya @ShopeeID perhatikan jg kesehatan &amp; keselamatan kurir, SOP diganti https://t.co/aGCp477ORb'",sop gimana shopee express masa atas jam kirim paket kasihan kurir kali bohong sih bilang terima kirim kantor pak satpam perhati jg sehat selamat kurir sop ganti,2
139,2023-01-02 23:15:52,b'Selalu semangat yah buat shootingnya dan jaga kesehatan kalian juga anggika21 akinanism IndahPermataS_',selalu semangat yah buat shootingnya jaga sehat kalian anggika21 akinanism,2
140,2023-01-02 23:15:47,"b'@bangchankipas Biarkan mereka berkembang, beda kasta, soalnya bangchan lebih latih kesehatan mental kita drpd gila pengakuan kyk gtu'",biar kembang beda kasta soal bangchan lebih latih sehat mental drpd gila aku kyk gtu,2
141,2023-01-02 23:15:31,b'C_MichelleJKT48 Hai Michelle Dapat Salam For FantasticOF48 Jaga Kesehatan ya :D ^^ Arigato #29',hai michelle salam for fantasticof48 jaga sehat arigato,2
142,2023-01-02 23:15:17,"b'Assalamualaikum sahabat Twitter \xf0\x9f\xa4\x97.......\nSemoga kita semua selalu diberikan kesehatan aamiin \xf0\x9f\xa4\xb2\nTeman""yang belum sedekah subuh nya yuks sedekah di sini aja di \n@PeduliYatim3 \n#BangunSekolahYatim\n#BangunPesantrenYatim https://t.co/xRsrOgkSrU'",assalamualaikum sahabat twitter semua selalu beri sehat aamiin sedekah subuh nya yuks sedekah sini aja,1
143,2023-01-02 23:15:03,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Waluran#GrosirAlatKesehatanTerlengkapWaluran https://t.co/jcEg91Je6M'",grosir alat sehat lengkap,0
144,2023-01-02 23:14:55,"b'Jaga kesehatan kamu slalu yaah Teens_Fannie perbnyak minum air putih &amp; makan yg teratur , jangan lupa jg slalu berdoa O:)'",jaga sehat kamu slalu yaah perbnyak minum air putih makan atur jangan lupa jg slalu doa,1
145,2023-01-02 23:14:24,b'@_Jellystudy selamat dan semangat jaga kesehatan mental \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb',selamat semangat jaga sehat mental,2
146,2023-01-02 23:14:06,b'@vrantggra pemaksaan turu kan buat kesehatan masa kena undang undang',paksa turu buat sehat masa kena undang undang,1
147,2023-01-02 23:13:52,b'@tanyarlfes yang bikin komik gak pernah belajar kesehatan lingkungan dan impek hama thd lingkungan',bikin komik pernah ajar sehat lingkung impek hama thd lingkung,2
148,2023-01-02 23:13:48,"b'Terlalu Banyak Makan Gorengan &amp; MSG pun Tidak Baik untuk #Kesehatan Jangka Panjang, bisa Mengakibatkan Jantung Koroner hingga Kanker'",terlalu banyak makan goreng msg baik jangka panjang akibat jantung koroner hingga kanker,2
149,2023-01-02 23:13:31,b'Sesungguhnya karunia yang lebih baik sesudah keimanan adalah kesehatan (keselamatan). (HR. Ibnu Majah) | RT jika SETUJU Sekulerisme Merusak .\xf0\x9f\x8f\xb3\xef\xb8\x8f\xf0\x9f\x8f\xb4\xf0\x9f\x8f\xb3\xef\xb8\x8f. #gNBz0',sungguh karunia lebih baik iman sehat ibnu rt tuju sekuler rusak,2
150,2023-01-02 23:12:58,"b'@user_2937shgsiw @irajule13 @fegihrn_ @AREAJULID Aborsi bisa kak. Bbrpa org yg aku kenal aborsi legal di RS dgn alasan kesehatan (jarak anak terlalu dekat, kesehatan ibu scra fisik dan mental, dan luka operasi SC belum sembuh atau rahim belum siap)'",aborsi kak bbrpa org aku kenal aborsi legal rs alas sehat anak terlalu dekat sehat ibu scra fisik mental luka operasi sc sembuh rahim,2
151,2023-01-02 23:12:46,"b""Page 3 of 365\n\nBarokalloh fii umrik for my dearest love, my everything, my world, my life, mama\xf0\x9f\xa4\x8d \nSemoga senantiasa diberikan kesehatan, kesejahteraan, kebahagiaan, dan perlindungan dari Allah\xf0\x9f\xab\xb6\xf0\x9f\x8f\xbb\nI love u more than anything, and I'm really sure u know it so well\xf0\x9f\xa4\x8d""",of fii umrik for my dearest love my everything my world my life senantiasa beri sehat sejahtera bahagia lindung love u more than anything and really sure u know it,2
152,2023-01-02 23:12:40,"b'Tuhan, rahmatilah hariku ini dengan kesehatan, ilmu, dan rezeki. Aamiin'",tuhan rahmat hari sehat ilmu rezeki aamiin,2
153,2023-01-02 23:11:36,"b'jual alat kesehatan di Papua, WA: 082134685661 (Anwar) #AlatKesehatanPapua #Papua #TiensPapua #AlatKesehatanTiens'",jual alat sehat papua,0
154,2023-01-02 23:11:26,"b'""Janganlah memelihara kebiasaan buruk sambil berdoa meminta kesehatan dan umur panjang"". -Mario Teguh'",jangan pelihara biasa buruk doa minta sehat umur panjang teguh,2
155,2023-01-02 23:11:23,"b'@thisurhope Semoga 2023 di berikan kesehatan, rezeki yg lancar dan segala urusan di permudah aamiin'",moga ikan sehat rezeki lancar segala urus mudah aamiin,1
156,2023-01-02 23:11:07,b'@opposite6892 Nah itu? Kenapa? Soal karantina kesehatan dlm menghadapi sebaran virus menular sdh ada dan diterapkan belum? Dasar hukumnya ada kan? Bisa gak masyarakat melakukan gugatan class action? Jangan hanya pemerintah yg bisa menghukum masyarakat yg diduga melanggar prokes.',nah soal karantina sehat dlm hadap sebar virus tular sdh terap dasar hukum masyarakat laku gugat class action jangan perintah hukum masyarakat duga langgar prokes,2
157,2023-01-02 23:11:03,"b'@shintaisusumu_ kesehatan alat elektroniknya yang aku omongkan \xf0\x9f\x92\x80 , itu blue light merusak hormon melatonin dan cortisol... Jam tidur jadi rusak \xf0\x9f\x92\x80'",sehat alat elektronik aku omong blue light rusak hormon melatonin cortisol jam tidur jadi rusak,2
158,2023-01-02 23:11:02,b'RT @Kucing8810: Presiden @jokowi mendorong pemerintah daerah untuk dapat menerapkan teknologi digital dalam penanganan kasus kekerdilan _(s\xe2\x80\xa6',presiden dorong perintah daerah terap teknologi digital tangan kasus kerdil,1
159,2023-01-02 23:10:53,b'Jual Alat Kesehatan  Citali #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat citali,0
160,2023-01-02 23:10:37,"b'Tau gak sih pekerja kesehatan di desa itu lebih susah, dengan pengetahuan masyarakat yang minim jadi harus ngejelasin lebih. Belum lagi kalau perlu masuk ke daerah pelosok, jalan rusak, kalau hujan kaya sawah. Mikir!!'",tau sih kerja sehat desa lebih susah tahu masyarakat minim jadi ngejelasin lebih kalau perlu masuk daerah pelosok jalan rusak kalau hujan kaya sawah,2
161,2023-01-02 23:10:01,"b'jual alat kesehatan di Kebumen, WA 089672741910 LINE: blz0121v(BERNA) #AlatKesehatanKebumen #Kebumen #TiensKebumen #AlatKesehatanTiens'",jual alat sehat kebumen wa,2
162,2023-01-02 23:08:33,"b'@JEANSNlTED Selamat atas comebacknya, NewJeans! Semoga lancar masa promosinya dan jangan lupa jaga kesehatan. KALIAN KEREN BANGET POKOKNYA. \xf0\x9f\xa4\x8d\n\nt. @NEWJEANSHANNl \n#NewJeansOMG_DDAY\n#NewJeans_OMG \n#Year_of_NewJeans https://t.co/xR3JkmSlAi'",selamat atas comebacknya moga lancar masa promosi jangan lupa jaga sehat kalian keren banget pokok,2
163,2023-01-02 23:08:23,b'INI ALASAN KENAPA FRUTABLEND BOOMING PRODUK KESEHATAN TERFENOMENAL VERSI ON THE SPOT T7 INFO ORDER BBM 51305BAE / WA 081361154904 https://t.co/JniP1x11Ja',alas frutablend booming produk sehat fenomenal versi on the spot t7 info order bbm wa,2
164,2023-01-02 23:08:12,"b'Kategori Beauty baru bayar sendiri. Misal operasi lasik mata minus, gak mau pake kaca mata brrti mikirin penampilan. Bisa pake tongkat/kursi roda tapi operasi tulang biar jalan tegak, itu bukan ttg kesehatan tapi penampilan.\n\nSemua yg bukan menghilangkan penyakit, itu beauty.'",kategori beauty baru bayar sendiri misal operasi lasik mata minus mau pake kaca mata brrti mikirin tampil pake roda operasi tulang biar jalan tegak bukan ttg sehat bukan hilang sakit beauty,2
165,2023-01-02 23:08:06,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Tegal Buleud#GrosirAlatKesehatanTerlengkapTegalBuleud https://t.co/Lxbatl5ieJ'",grosir alat sehat lengkap tegal,2
166,2023-01-02 23:08:03,"b'@undipmenfess Ini tuh wajib gitu? Kalo gak lama bpjs, udah ada asuransi kesehatan lain bisa nggak ya?'",tuh wajib gitu kalo lama bpjs udah asuransi sehat,2
167,2023-01-02 23:07:49,b'Ribet bgt gile ni negara.\nUdah gilakkk\n\nGak bisa ya sakit apa aja datang ke RS gratis. Gak bisa ya??\n\nDi NZ cuma ada 2 kategori orang datang ke RS:\n\n1. Kesehatan (health)\n2. Kecantikan (beauty) https://t.co/UVC2Egypc2',ribet bgt gile ni sakit apa aja datang rs gratis nz cuma kategori orang datang sehat cantik,2
168,2023-01-02 23:07:43,b'NI ALASAN KENAPA FRUTABLEND BOOMING PRODUK KESEHATAN TERFENOMENAL VERSI ON THE SPOT T7 ORDER WA 085799289494 BBM:D19CB7A3 https://t.co/dOHWnhMNYO',ni alas frutablend booming produk sehat fenomenal versi on the spot t7 order wa,2
